0,2015-07-05T18:26:27.483
16384,2015-07-05T18:27:32.775
32768,2015-07-05T18:28:38.845
49152,2015-07-05T18:29:43.915
65536,2015-07-05T18:30:49.991
81920,2015-07-05T18:31:55.077
98304,2015-07-05T18:33:01.171
114688,2015-07-05T18:34:06.270
131072,2015-07-05T18:35:11.373
147456,2015-07-05T18:36:17.487
163840,2015-07-05T18:37:22.607
180224,2015-07-05T18:38:28.733
196608,2015-07-05T18:39:33.861
212992,2015-07-05T18:40:39.995
229376,2015-07-05T18:41:45.134
245760,2015-07-05T18:42:50.281
262144,2015-07-05T18:43:56.433
278528,2015-07-05T18:45:01.593
294912,2015-07-05T18:46:06.759
311296,2015-07-05T18:47:12.933
327680,2015-07-05T18:48:18.112
344064,2015-07-05T18:49:24.301
360448,2015-07-05T18:50:29.493
376832,2015-07-05T18:51:34.695
393216,2015-07-05T18:52:40.901
409600,2015-07-05T18:53:46.116
425984,2015-07-05T18:54:51.336
442368,2015-07-05T18:55:57.565
458752,2015-07-05T18:57:02.799
475136,2015-07-05T18:58:08.041
491520,2015-07-05T18:59:13.288
507904,2015-07-05T19:00:19.544
524288,2015-07-05T19:01:24.805
540672,2015-07-05T19:02:30.074
557056,2015-07-05T19:03:36.348
573440,2015-07-05T19:04:41.630
589824,2015-07-05T19:05:46.919
606208,2015-07-05T19:06:52.216
622592,2015-07-05T19:07:58.518
638976,2015-07-05T19:09:03.828
655360,2015-07-05T19:10:09.143
671744,2015-07-05T19:11:14.466
688128,2015-07-05T19:12:19.795
704512,2015-07-05T19:13:26.132
720896,2015-07-05T19:14:31.477
737280,2015-07-05T19:15:36.827
753664,2015-07-05T19:16:42.183
770048,2015-07-05T19:17:47.548
786432,2015-07-05T19:18:53.917
802816,2015-07-05T19:19:59.294
819200,2015-07-05T19:21:04.680
835584,2015-07-05T19:22:10.070
851968,2015-07-05T19:23:15.470
868352,2015-07-05T19:24:20.874
884736,2015-07-05T19:25:26.287
901120,2015-07-05T19:26:32.705
917504,2015-07-05T19:27:38.130
933888,2015-07-05T19:28:43.562
950272,2015-07-05T19:29:49.001
966656,2015-07-05T19:30:54.445
983040,2015-07-05T19:31:59.898
999424,2015-07-05T19:33:05.356
1015808,2015-07-05T19:34:10.822
1032192,2015-07-05T19:35:16.294
1048576,2015-07-05T19:36:21.773
1064960,2015-07-05T19:37:27.259
1081344,2015-07-05T19:38:33.752
1097728,2015-07-05T19:39:39.255
1114112,2015-07-05T19:40:44.760
1130496,2015-07-05T19:41:50.276
1146880,2015-07-05T19:42:55.795
1163264,2015-07-05T19:44:01.322
1179648,2015-07-05T19:45:06.854
1196032,2015-07-05T19:46:12.396
1212416,2015-07-05T19:47:17.943
1228800,2015-07-05T19:48:23.497
1245184,2015-07-05T19:49:29.057
1261568,2015-07-05T19:50:34.625
1277952,2015-07-05T19:51:40.199
1294336,2015-07-05T19:52:45.782
1310720,2015-07-05T19:53:51.372
1327104,2015-07-05T19:54:55.969
1343488,2015-07-05T19:56:01.570
1359872,2015-07-05T19:57:07.180
1376256,2015-07-05T19:58:12.795
1392640,2015-07-05T19:59:18.418
1409024,2015-07-05T20:00:24.048
1425408,2015-07-05T20:01:29.683
1441792,2015-07-05T20:02:35.325
1458176,2015-07-05T20:03:40.973
1474560,2015-07-05T20:04:46.630
1490944,2015-07-05T20:05:52.292
1507328,2015-07-05T20:06:56.963
1523712,2015-07-05T20:08:02.638
1540096,2015-07-05T20:09:08.321
1556480,2015-07-05T20:10:14.010
1572864,2015-07-05T20:11:19.708
1589248,2015-07-05T20:12:25.413
1605632,2015-07-05T20:13:31.123
1622016,2015-07-05T20:14:35.843
1638400,2015-07-05T20:15:41.566
1654784,2015-07-05T20:16:47.300
1671168,2015-07-05T20:17:53.036
1687552,2015-07-05T20:18:58.780
1703936,2015-07-05T20:20:03.528
1720320,2015-07-05T20:21:09.285
1736704,2015-07-05T20:22:15.047
1753088,2015-07-05T20:23:20.818
1769472,2015-07-05T20:24:25.595
1785856,2015-07-05T20:25:31.380
1802240,2015-07-05T20:26:37.172
1818624,2015-07-05T20:27:42.968
1835008,2015-07-05T20:28:47.775
1851392,2015-07-05T20:29:53.585
1867776,2015-07-05T20:30:59.404
1884160,2015-07-05T20:32:05.227
1900544,2015-07-05T20:33:10.059
1916928,2015-07-05T20:34:15.896
1933312,2015-07-05T20:35:21.742
1949696,2015-07-05T20:36:26.595
1966080,2015-07-05T20:37:32.453
1982464,2015-07-05T20:38:38.321
1998848,2015-07-05T20:39:43.192
2015232,2015-07-05T20:40:49.071
2031616,2015-07-05T20:41:54.955
2048000,2015-07-05T20:42:59.849
2064384,2015-07-05T20:44:05.749
2080768,2015-07-05T20:45:11.656
2097152,2015-07-05T20:46:16.569
2113536,2015-07-05T20:47:22.489
2129920,2015-07-05T20:48:28.415
2146304,2015-07-05T20:49:33.345
2162688,2015-07-05T20:50:39.285
2179072,2015-07-05T20:51:44.230
2195456,2015-07-05T20:52:50.184
2211840,2015-07-05T20:53:56.144
2228224,2015-07-05T20:55:01.110
2244608,2015-07-05T20:56:07.083
2260992,2015-07-05T20:57:12.064
2277376,2015-07-05T20:58:18.054
2293760,2015-07-05T20:59:23.047
2310144,2015-07-05T21:00:29.048
2326528,2015-07-05T21:01:34.054
2342912,2015-07-05T21:02:40.069
2359296,2015-07-05T21:03:46.090
2375680,2015-07-05T21:04:51.117
2392064,2015-07-05T21:05:57.153
2408448,2015-07-05T21:07:02.194
2424832,2015-07-05T21:08:08.246
2441216,2015-07-05T21:09:13.301
2457600,2015-07-05T21:10:19.362
2473984,2015-07-05T21:11:24.431
2490368,2015-07-05T21:12:29.507
2506752,2015-07-05T21:13:35.591
2523136,2015-07-05T21:14:40.679
2539520,2015-07-05T21:15:46.778
2555904,2015-07-05T21:16:51.879
2572288,2015-07-05T21:17:57.989
2588672,2015-07-05T21:19:03.103
2605056,2015-07-05T21:20:09.227
2621440,2015-07-05T21:21:14.360
2637824,2015-07-05T21:22:19.497
2654208,2015-07-05T21:23:25.643
2670592,2015-07-05T21:24:30.794
2686976,2015-07-05T21:25:36.952
2703360,2015-07-05T21:26:42.116
2719744,2015-07-05T21:27:47.286
2736128,2015-07-05T21:28:53.465
2752512,2015-07-05T21:29:58.650
2768896,2015-07-05T21:31:03.843
2785280,2015-07-05T21:32:10.040
2801664,2015-07-05T21:33:15.246
2818048,2015-07-05T21:34:20.456
2834432,2015-07-05T21:35:26.674
2850816,2015-07-05T21:36:31.903
2867200,2015-07-05T21:37:37.132
2883584,2015-07-05T21:38:43.374
2899968,2015-07-05T21:39:48.617
2916352,2015-07-05T21:40:53.872
2932736,2015-07-05T21:42:00.131
2949120,2015-07-05T21:43:05.394
2965504,2015-07-05T21:44:10.670
2981888,2015-07-05T21:45:15.949
2998272,2015-07-05T21:46:22.236
3014656,2015-07-05T21:47:27.527
3031040,2015-07-05T21:48:32.830
3047424,2015-07-05T21:49:38.135
3063808,2015-07-05T21:50:44.448
3080192,2015-07-05T21:51:49.771
3096576,2015-07-05T21:52:55.096
3112960,2015-07-05T21:54:00.433
3129344,2015-07-05T21:55:05.776
3145728,2015-07-05T21:56:12.125
3162112,2015-07-05T21:57:17.481
3178496,2015-07-05T21:58:22.841
3194880,2015-07-05T21:59:28.211
3211264,2015-07-05T22:00:33.583
3227648,2015-07-05T22:01:38.967
3244032,2015-07-05T22:02:45.356
3260416,2015-07-05T22:03:50.751
3276800,2015-07-05T22:04:56.155
3293184,2015-07-05T22:06:01.562
3309568,2015-07-05T22:07:06.979
3325952,2015-07-05T22:08:12.402
3342336,2015-07-05T22:09:17.828
3358720,2015-07-05T22:10:23.265
3375104,2015-07-05T22:11:29.711
3391488,2015-07-05T22:12:35.161
3407872,2015-07-05T22:13:40.619
3424256,2015-07-05T22:14:46.077
3440640,2015-07-05T22:15:51.548
3457024,2015-07-05T22:16:57.023
